Level 6
walls:
0,690,0.5
35,690,0.5
70,690,0.5
105,690,0.5
140,690,0.5
175,690,0.5
210,690,0.5
245,690,0.5
280,690,0.5
315,690,0.5
350,690,0.5
385,690,0.5
420,690,0.5
455,690,0.5
490,690,0.5
525,690,0.5
560,690,0.5
595,690,0.5
630,690,0.5
665,690,0.5
700,690,0.5
735,690,0.5
770,690,0.5
805,690,0.5
840,690,0.5
875,690,0.5
910,690,0.5
945,690,0.5
980,690,0.5
1015,690,0.5
1050,690,0.5
1085,690,0.5
1120,690,0.5
1155,690,0.5
1190,690,0.5
1225,690,0.5
1260,690,0.5
0,350,0.5
35,350,0.5
70,350,0.5
105,350,0.5
140,350,0.5
175,350,0.5
210,350,0.5
245,350,0.5
280,350,0.5
315,350,0.5
350,350,0.5
385,350,0.5
420,350,0.5
455,350,0.5
490,350,0.5
525,350,0.5
560,350,0.5
595,350,0.5
630,350,0.5
665,350,0.5
700,350,0.5
735,350,0.5
770,350,0.5
805,350,0.5
840,350,0.5
875,350,0.5
910,350,0.5
945,350,0.5
980,350,0.5
1015,350,0.5
1050,350,0.5
1085,350,0.5
1120,350,0.5
1155,350,0.5
1190,350,0.5
1225,350,0.5
1260,350,0.5
0,0,0.5
35,0,0.5
70,0,0.5
105,0,0.5
140,0,0.5
175,0,0.5
210,0,0.5
245,0,0.5
280,0,0.5
315,0,0.5
350,0,0.5
385,0,0.5
420,0,0.5
455,0,0.5
490,0,0.5
525,0,0.5
560,0,0.5
595,0,0.5
630,0,0.5
665,0,0.5
700,0,0.5
735,0,0.5
770,0,0.5
805,0,0.5
840,0,0.5
875,0,0.5
910,0,0.5
945,0,0.5
980,0,0.5
1015,0,0.5
1050,0,0.5
1085,0,0.5
1120,0,0.5
1155,0,0.5
1190,0,0.5
1225,0,0.5
1260,0,0.5
0,-20,0.5
0,15,0.5
0,50,0.5
0,85,0.5
0,120,0.5
0,155,0.5
0,190,0.5
0,225,0.5
0,260,0.5
0,295,0.5
0,330,0.5
0,365,0.5
0,400,0.5
0,435,0.5
0,470,0.5
0,505,0.5
0,540,0.5
0,575,0.5
0,610,0.5
0,645,0.5
0,680,0.5
1245,-20,0.5
1245,15,0.5
1245,50,0.5
1245,85,0.5
1245,120,0.5
1245,155,0.5
1245,190,0.5
1245,225,0.5
1245,260,0.5
1245,295,0.5
1245,330,0.5
1245,365,0.5
1245,400,0.5
1245,435,0.5
1245,470,0.5
1245,505,0.5
